,genotype,plot_ID,SITE,line,location,BIOMASS,AREA,SLA,FRESH,DRY,RWC,OP,MDWP,TC,SC,ETSC,Population,subpopulation,Group,LATITIUDE,LONGITUDE,RAWREADCOUNT,FILTEREDREADCOUNT,COUNTMAPPED,PERCENTMAPPED
PD6-10,ELG,K1412,KINGS,ELG.50.G2,West,50.49,14.98,233.3333333,0.2099,0.0642,91.17647059,510,17,132,101.5,13398,HAL_I,HAL_I_II,HAL_I_KINGS,31.6009,-110.5585333,7828198,6081520,4242975,69.8
PD6-11,ELG,K1607,KINGS,ELG.50.G2,West,90.99,19.75,196.1271102,0.2858,0.1007,86.01301115,545,12,295,110.5,32597.5,HAL_I,HAL_I_II,HAL_I_KINGS,31.6009,-110.5585333,5791268,4630659,3222671,69.6
PD6-12,GEO,K1509,KINGS,GEO.1A.G1,West,36.89,9.09,188.1987578,0.1369,0.0483,89.76697062,586,21,145,104,15080,HAL_I,HAL_I_II,HAL_I_KINGS,36.042875,-104.3091517,4355184,3556885,2667476,75
PD6-13,GEO,K2706,KINGS,GEO.1A.G1,West,79.69,14.15,184.4850065,0.2354,0.0767,84.54981353,544,16.5,160,116,18560,HAL_I,HAL_I_II,HAL_I_KINGS,36.042875,-104.3091517,6338876,5034596,3599361,71.5
PD6-14,GEO,K2715,KINGS,GEO.1A.G1,West,63.79,19.22,176.1686526,0.3169,0.1091,83.21986384,676,18,128,134.5,17216,HAL_I,HAL_I_II,HAL_I_KINGS,36.042875,-104.3091517,5165015,4036604,2682041,66.4
PD6-18,CCG,K1114,KINGS,CCG.5.G1,West,57.49,8.99,197.5824176,0.1384,0.0455,89.49903661,583,19.5,278,161,44758,HAL_I,HAL_I_II,HAL_I_KINGS,34.44678,-101.08233,6454050,5085049,3298033,64.9
PD6-19,CCG,K2517,KINGS,CCG.5.G1,West,22.59,2.84,70.82294264,0.1146,0.0401,78.66948258,530,23.5,149,135,20115,HAL_I,HAL_I_II,HAL_I_KINGS,34.44678,-101.08233,7296956,5666325,3896325,68.8
PD6-20,CCG,K2802,KINGS,CCG.5.G1,West,46.19,14.27,341.3875598,0.1328,0.0418,94.30051813,596,18.5,148,71.5,10582,HAL_I,HAL_I_II,HAL_I_KINGS,34.44678,-101.08233,5963992,4675379,3071404,65.7
PD6-21,ELG,B1019,BFL,ELG.50.G2,West,61.79,6.21,223.381295,0.082,0.0278,93.28743546,434,10,157,115.3,18102.1,HAL_I,HAL_I_II,HAL_I_BFL,31.6009,-110.5585333,7545498,5936321,4602878,77.5
PD6-22,ELG,B1235,BFL,ELG.50.G2,West,142.9,10.21,164.4122383,0.1844,0.0621,89.53147877,411,16,333,93,30969,HAL_I,HAL_I_II,HAL_I_BFL,31.6009,-110.5585333,6444781,5035303,3821965,75.9
PD6-23,ELG,B1425,BFL,ELG.50.G2,West,NA,10.75,196.5265082,0.1371,0.0547,89.76034858,466,15,85,74.3,6315.5,HAL_I,HAL_I_II,HAL_I_BFL,31.6009,-110.5585333,5938475,4699314,3252163,69.2
PD6-24,GEO,B1024,BFL,GEO.1A.G1,West,94.09,9.36,232.8358209,0.1377,0.0402,93.93063584,350,12,238,87,20706,HAL_I,HAL_I_II,HAL_I_BFL,36.042875,-104.3091517,7514792,5994000,4256006,71
PD6-25,GEO,B1115,BFL,GEO.1A.G1,West,125.69,10.81,227.5789474,0.1526,0.0475,96.86635945,364,8.5,220,116.5,25630,HAL_I,HAL_I_II,HAL_I_BFL,36.042875,-104.3091517,7432617,5749799,4260636,74.1
PD6-26,GEO,B1418,BFL,GEO.1A.G1,West,NA,9.33,237.4045802,0.1284,0.0393,95.29411765,428,11.5,31,121,3751,HAL_I,HAL_I_II,HAL_I_BFL,36.042875,-104.3091517,8923034,7220189,5683740,78.7
PD6-29,CCG,B1113,BFL,CCG.5.G1,West,25.59,4.65,239.6907216,0.0686,0.0194,96.66011788,452,7.5,73,89.5,6533.5,HAL_I,HAL_I_II,HAL_I_BFL,34.44678,-101.08233,7052952,5597649,3931671,70.2
PD6-30,CCG,B1313,BFL,CCG.5.G1,West,35.99,5.78,218.1132075,0.0824,0.0265,83.80809595,353,16.5,232,137,31784,HAL_I,HAL_I_II,HAL_I_BFL,34.44678,-101.08233,6026267,4839897,3450646,71.3
PD6-9,ELG,K1101,KINGS,ELG.50.G2,West,66.09,18.98,218.1609195,0.309,0.087,91.62195625,533,15,140,70,9800,HAL_I,HAL_I_II,HAL_I_KINGS,31.6009,-110.5585333,6631976,5223427,3620473,69.3
PD7-10,PRT,k1716,KINGS,PRT.4.G1,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAL_I,HAL_I_II,HAL_I_KINGS,31.9159333,-109.1546667,7652941,5778733,3285371,56.9
PD7-11,PRT,k2302,KINGS,PRT.4.G1,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAL_I,HAL_I_II,HAL_I_KINGS,31.9159333,-109.1546667,5519693,4183234,2532842,60.5
PD7-12,PRT,K2713,KINGS,PRT.4.G1,West,163.49,18.2,186.0940695,0.2671,0.0978,78.0904059,648,20.5,246,315.5,77613,HAL_I,HAL_I_II,HAL_I_KINGS,31.9159333,-109.1546667,7245177,5713816,4421362,77.4
PD7-13,BME,k1212,KINGS,BME.2.G1,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAL_I,HAL_I_II,HAL_I_KINGS,36.87533,-102.8874,4729291,3530964,2118041,60
PD7-14,BME,k2118,KINGS,BME.2.G1,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HAL_I,HAL_I_II,HAL_I_KINGS,36.87533,-102.8874,4297870,3221319,1982410,61.5
PD7-15,BME,K2812,KINGS,BME.2.G1,West,54.29,19.29,205.4313099,0.274,0.0939,78.88742882,715,18,145,72.5,10512.5,HAL_I,HAL_I_II,HAL_I_KINGS,36.87533,-102.8874,6572474,5079151,3244133,63.9
PD7-16,CKR,K1718,KINGS,CKR.15.G3,West,40.59,13.66,191.3165266,0.2099,0.0714,86.88833124,483,17,153,105.5,16141.5,HAL_I,HAL_I_II,HAL_I_KINGS,34.23419,-112.31544,10859950,8505194,5316107,62.5
PD7-17,CKR,K2504,KINGS,CKR.15.G3,West,96.19,9.99,222.4944321,0.1539,0.0449,85.02340094,604,15,269,57.5,15467.5,HAL_I,HAL_I_II,HAL_I_KINGS,34.23419,-112.31544,5414466,4037625,2576187,63.8
PD7-18,CKR,K2510,KINGS,CKR.15.G3,West,127.29,11.87,206.7944251,0.1699,0.0574,78.23365786,655,15,323,116,37468,HAL_I,HAL_I_II,HAL_I_KINGS,34.23419,-112.31544,7121547,5312557,3275353,61.7
PD7-21,PRT,B1203,BFL,PRT.4.G1,West,43.2,8.89,259.1836735,0.1129,0.0343,89.52164009,352,9.5,239,144.5,34535.5,HAL_I,HAL_I_II,HAL_I_BFL,31.9159333,-109.1546667,5486321,4104128,2710774,66
PD7-22,PRT,B1417,BFL,PRT.4.G1,West,132.49,8.46,264.375,0.1293,0.032,96.62363456,417,9.5,223,181,40363,HAL_I,HAL_I_II,HAL_I_BFL,31.9159333,-109.1546667,6873079,5287226,3361332,63.6
PD7-23,PRT,B1732,BFL,PRT.4.G1,West,44.39,7.5,219.941349,0.1025,0.0341,91.44385027,299,14,168,108.3,18194.4,HAL_I,HAL_I_II,HAL_I_BFL,31.9159333,-109.1546667,7606917,5700559,3384337,59.4
PD7-24,BME,B1341,BFL,BME.2.G1,West,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,HAL_I,HAL_I_II,HAL_I_BFL,36.87533,-102.8874,11434663,8928656,5546431,62.1
PD7-25,BME,B1412,BFL,BME.2.G1,West,73.49,6.97,240.3448276,0.097,0.029,92.39130435,431,7.5,191,113,21583,HAL_I,HAL_I_II,HAL_I_BFL,36.87533,-102.8874,9118155,6961951,4165906,59.8
PD7-26,BME,B1428,BFL,BME.2.G1,West,76.09,7.67,216.056338,0.1098,0.0355,87.20657277,445,9.5,214,68,14552,HAL_I,HAL_I_II,HAL_I_BFL,36.87533,-102.8874,9415024,7224481,4312312,59.7
PD7-27,CKR,B1608,BFL,CKR.15.G3,West,33.79,5.06,290.8045977,0.0613,0.0174,92.61603376,498,15,137,77,10549,HAL_I,HAL_I_II,HAL_I_BFL,34.23419,-112.31544,6564968,4886552,3737628,76.5
PD7-28,CKR,B1617,BFL,CKR.15.G3,West,208.8,13.01,319.6560197,0.1927,0.0407,87.20596672,576,12.5,486,100.3,48745.8,HAL_I,HAL_I_II,HAL_I_BFL,34.23419,-112.31544,4783685,3573042,2314634,64.8
PD7-29,CKR,B1626,BFL,CKR.15.G3,West,153.19,9.32,218.7793427,0.1334,0.0426,88.84540117,519,11.5,341,76,25916,HAL_I,HAL_I_II,HAL_I_BFL,34.23419,-112.31544,5207585,3949452,2473939,62.6
PD8-11,COM,K2104,KINGS,COM.12.G2,TexMex,54.79,8.88,213.9759036,0.1224,0.0415,84.27083333,587,19,256,239,61184,HAL_II,HAL_II_II,HAL_II_KINGS,29.70175,-101.2076944,6004965,4587968,2531403,55.2
PD8-12,COM,K2203,KINGS,COM.12.G2,TexMex,69.49,5.94,185.046729,0.0905,0.0321,83.54792561,654,17,202,217.5,43935,HAL_II,HAL_II_II,HAL_II_KINGS,29.70175,-101.2076944,5354794,3999425,2308406,57.7
PD8-13,COM,K2409,KINGS,COM.12.G2,TexMex,47.59,9.14,226.2376238,0.1271,0.0404,78.5326087,550,21.5,180,152.5,27450,HAL_II,HAL_II_II,HAL_II_KINGS,29.70175,-101.2076944,4726243,3440491,1998945,58.1
PD8-14,GMO,K1508,KINGS,GMO.5.G1,West,103.29,15.94,193.2121212,0.2584,0.0825,91.80584551,581,14.5,191,138,26358,HAL_I,HAL_I_II,HAL_I_KINGS,31.9017667,-104.83905,4299857,3213985,1784271,55.5
PD8-15,GMO,K2114,KINGS,GMO.5.G1,West,71.59,7.65,175.0572082,0.1572,0.0437,89.29976397,608,20,227,103.5,23494.5,HAL_I,HAL_I_II,HAL_I_KINGS,31.9017667,-104.83905,5613154,4267283,2187730,51.3
PD8-16,GMO,K2511,KINGS,GMO.5.G1,West,204.3,12.44,178.2234957,0.1999,0.0698,82.70820089,574,20.5,259,304.5,78865.5,HAL_I,HAL_I_II,HAL_I_KINGS,31.9017667,-104.83905,8795322,6892653,3276004,47.5
PD8-17,LBY,K1202,KINGS,LBY.3.G2,West,140.89,12.56,227.124774,0.2105,0.0553,90.65420561,563,15,360,250.5,90180,HAL_I,HAL_I_II,HAL_I_KINGS,34.9450167,-104.6405667,5388102,3763151,2184693,58.1
PD8-18,LBY,K1213,KINGS,LBY.3.G2,West,87.69,13.82,203.8348083,0.2226,0.0678,88.96551724,454,13.5,265,215,56975,HAL_I,HAL_I_II,HAL_I_KINGS,34.9450167,-104.6405667,5933902,4369679,2099710,48.1
PD8-19,LBY,K1316,KINGS,LBY.3.G2,West,56.49,20.22,235.6643357,0.3093,0.0858,85.89546503,479,14,188,69.5,13066,HAL_I,HAL_I_II,HAL_I_KINGS,34.9450167,-104.6405667,5082055,3779609,2022418,53.5
PD8-21,COM,B1007,BFL,COM.12.G2,TexMex,45.49,4.81,189.3700787,0.0773,0.0254,93.51351351,447,11.5,202,147,29694,HAL_II,HAL_II_II,HAL_II_BFL,29.70175,-101.2076944,6120913,4441427,2448728,55.1
PD8-22,COM,B1020,BFL,COM.12.G2,TexMex,37.89,6.05,224.9070632,0.0971,0.0269,93.72496662,361,11.5,142,171.5,24353,HAL_II,HAL_II_II,HAL_II_BFL,29.70175,-101.2076944,4562999,3421708,1692693,49.5
PD8-23,COM,B1541,BFL,COM.12.G2,TexMex,0.59,2.78,224.1935484,0.0406,0.0124,92.76315789,468,11,34,82,2788,HAL_II,HAL_II_II,HAL_II_BFL,29.70175,-101.2076944,7255251,5420394,2771637,51.1
PD8-24,GMO,B1639,BFL,GMO.5.G1,West,3.69,6.15,237.4517375,0.0803,0.0259,90.96989967,593,13,49,89,4361,HAL_I,HAL_I_II,HAL_I_BFL,31.9017667,-104.83905,8033873,6239951,3562089,57.1
PD8-25,GMO,B1717,BFL,GMO.5.G1,West,54.69,14.18,253.2142857,0.1856,0.056,83.82923674,479,11.5,108,112.5,12150,HAL_I,HAL_I_II,HAL_I_BFL,31.9017667,-104.83905,5696817,4172957,2181723,52.3
PD8-26,GMO,B1726,BFL,GMO.5.G1,West,25.19,8.98,198.2339956,0.1379,0.0453,92.32303091,344,13.5,101,87,8787,HAL_I,HAL_I_II,HAL_I_BFL,31.9017667,-104.83905,8155638,6132270,3273644,53.4
PD8-27,LBY,B1414,BFL,LBY.3.G2,West,70.39,9.74,237.5609756,0.1533,0.041,96.06501283,458,10.5,165,95,15675,HAL_I,HAL_I_II,HAL_I_BFL,34.9450167,-104.6405667,6663436,5009816,3130430,62.5
PD8-28,LBY,B1712,BFL,LBY.3.G2,West,1.89,NA,NA,NA,NA,NA,482,12.5,28,39.5,1106,HAL_I,HAL_I_II,HAL_I_BFL,34.9450167,-104.6405667,5388696,4064055,2204625,54.2
PD9-12,PCR,K1014,KINGS,PCR.61.G1,West,59.09,14.42,186.545925,0.2538,0.0773,87.72365805,534,15,183,152.5,27907.5,HAL_I,HAL_I_II,HAL_I_KINGS,31.9802,-109.3634333,5689104,4681740,3413364,72.9
PD9-13,PCR,K1413,KINGS,PCR.61.G1,West,106.19,16.13,189.5417156,0.2855,0.0851,91.46508444,465,15.5,226,133,30058,HAL_I,HAL_I_II,HAL_I_KINGS,31.9802,-109.3634333,5302267,4443056,2643868,59.5
PD9-14,PCR,K2809,KINGS,PCR.61.G1,West,109.69,13.99,169.37046,0.2056,0.0826,77.55359395,675,22.5,261,124,32364,HAL_I,HAL_I_II,HAL_I_KINGS,31.9802,-109.3634333,6064642,4990277,3476371,69.7
PD9-15,SEV,K1608,KINGS,SEV.2.G1,West,71.59,14.53,183.2282472,0.2331,0.0793,88.9017341,469,17.5,216,126.5,27324,HAL_I,HAL_I_II,HAL_I_KINGS,34.3317056,-106.9735444,7681805,6604876,4546306,68.8
PD9-16,SEV,K1712,KINGS,SEV.2.G1,West,57.49,13.62,192.3728814,0.211,0.0708,87.40648379,437,17,174,125.5,21837,HAL_I,HAL_I_II,HAL_I_KINGS,34.3317056,-106.9735444,5805993,4620800,3316105,71.8
PD9-17,SEV,K2411,KINGS,SEV.2.G1,West,67.79,14.52,178.1595092,0.2491,0.0815,87.79465689,495,13,180,69.5,12510,HAL_I,HAL_I_II,HAL_I_KINGS,34.3317056,-106.9735444,5262423,4511137,3127472,69.3
PD9-18,SVN,K1106,KINGS,SVN.3.G2,West,260.5,18.35,188.2051282,0.3197,0.0975,92.39085239,559,15,557,165,91905,HAL_I,HAL_I_II,HAL_I_KINGS,34.8310667,-104.82735,7571598,6492574,4200470,64.7
PD9-19,SVN,K1916,KINGS,SVN.3.G2,West,58.39,13.42,158.4415584,0.2446,0.0847,82.16855087,643,16.5,298,100.5,29949,HAL_I,HAL_I_II,HAL_I_KINGS,34.8310667,-104.82735,5364327,4584859,3173795,69.2
PD9-20,SVN,K2806,KINGS,SVN.3.G2,West,134.7,19.85,194.7988224,0.3152,0.1019,91.38817481,522,15.5,309,135,41715,HAL_I,HAL_I_II,HAL_I_KINGS,34.8310667,-104.82735,6770488,5801310,4115619,70.9
PD9-23,PCR,B1421,BFL,PCR.61.G1,West,NA,4.66,164.084507,0.072,0.0284,96.46017699,484,14,17,133,2261,HAL_I,HAL_I_II,HAL_I_BFL,31.9802,-109.3634333,8144220,7018827,5037425,71.8
PD9-24,PCR,B1529,BFL,PCR.61.G1,West,144.59,7.57,247.3856209,0.1044,0.0306,98.92761394,311,12.5,190,110,20900,HAL_I,HAL_I_II,HAL_I_BFL,31.9802,-109.3634333,8271155,7174004,4790783,66.8
PD9-25,SEV,B1240,BFL,SEV.2.G1,West,6.39,3.87,218.6440678,0.0497,0.0177,88.64265928,430,13.5,61,72.5,4422.5,HAL_I,HAL_I_II,HAL_I_BFL,34.3317056,-106.9735444,7281101,6227965,4274115,68.6
PD9-26,SEV,B1519,BFL,SEV.2.G1,West,112.8,7.56,200.530504,0.1427,0.0377,94.85094851,537,13,288,94.3,27158.4,HAL_I,HAL_I_II,HAL_I_BFL,34.3317056,-106.9735444,6544864,5568635,3689243,66.3
PD9-27,SEV,B1611,BFL,SEV.2.G1,West,6.39,4.66,198.2978723,0.0702,0.0235,90.32882012,634,12,77,85,6545,HAL_I,HAL_I_II,HAL_I_BFL,34.3317056,-106.9735444,8184356,7004585,4988135,71.2
PD9-28,SVN,B1328,BFL,SVN.3.G2,West,216.2,12.91,198.006135,0.1878,0.0652,85.91450596,482,16,421,158,66518,HAL_I,HAL_I_II,HAL_I_BFL,34.8310667,-104.82735,8052803,6764475,4601964,68
PD9-29,SVN,B1507,BFL,SVN.3.G2,West,17.29,5.38,243.438914,0.0722,0.0221,92.09558824,344,9.5,67,59.5,3986.5,HAL_I,HAL_I_II,HAL_I_BFL,34.8310667,-104.82735,7971483,6803866,4641765,68.2
PD9-30,SVN,B1522,BFL,SVN.3.G2,West,107.19,10.21,237.4418605,0.1554,0.043,96.39794168,365,13,217,132,28644,HAL_I,HAL_I_II,HAL_I_BFL,34.8310667,-104.82735,5978726,5080021,3301021,65
